5920;Csorvás;15
8122;Csősz;10
8558;Csót;1
2615;Csővár;7
8840;Csurgó;11
8840;Csurgónagymarton;11
7843;Cún;3
2373;Dabas;7
2371;Dabas;7
2370;Dabas;7
8345;Dabronc;8
8485;Dabrony;8
2854;Dad;9
2522;Dág;9
8592;Dáka;8
7211;Dalmand;18
3780;Damak;5
3978;Dámóc;5
2735;Dánszentmiklós;7
2118;Dány;7
9917;Daraboshegy;10
7988;Darány;11
4737;Darnó;13
9232;Darnózseli;6
4144;Darvas;17
6524;Dávod;12
2694;Debercsény;19
4079;Debrecen;17
4078;Debrecen;17
4225;Debrecen;17
4063;Debrecen;17
4000;Debrecen;17
4002;Debrecen;17
4024;Debrecen;17
4025;Debrecen;17
4026;Debrecen;17
4027;Debrecen;17
4028;Debrecen;17
4029;Debrecen;17
4030;Debrecen;17
4031;Debrecen;17
4032;Debrecen;17
4033;Debrecen;17
4034;Debrecen;17
3825;Debréte;5
7144;Decs;18
3643;Dédestapolcsány;5
8135;Dég;1
2649;Dejtár;19
2337;Délegyháza;7
4516;Demecser;13
3395;Demjén;4
7915;Dencsháza;3
9365;Dénesfa;6
4130;Derecske;17
6621;Derekegyház;14
6772;Deszk;14
3834;Detek;5
3275;Detk;4
5510;Dévaványa;16
8460;Devecser;8
7683;Dinnyeberki;3
7072;Diósberény;18
2049;Diósd;7
2643;Diósjenő;19
8764;Dióskál;15
7817;Diósviszló;3
8482;Doba;8
9914;Döbörhegy;16
5624;Doboz;15
8874;Dobri;15
8357;Döbröce;14
7228;Döbrököz;5
8989;Dobronhegy;14
8597;Döbrönte;16
6766;Dóc;16
4495;Döge;18
3627;Domaháza;13
6781;Domaszék;7
5836;Dombegyház;4
5745;Dombiratos;4
7200;Dombóvár;9
4492;Dombrád;19
2182;Domony;10
2027;Dömös;10
3263;Domoszló;15
2344;Dömsöd;18
9147;Dör;8
8244;Dörgicse;13
3374;Dormánd;9
2510;Dorog;7
3153;Dorogháza;6
9913;Döröske;8
8799;Dötk;10
3721;Dövény;15
9791;Dozmat;5
6342;Drágszél;12
7849;Drávacsehi;3
7846;Drávacsepely;3
7967;Drávafok;3
7977;Drávagárdony;11
7960;Drávaiványi;3
7967;Drávakeresztúr;3
7850;Drávapalkonya;3
7843;Drávapiski;3
7851;Drávaszabolcs;3
7847;Drávaszerdahely;3
7960;Drávasztára;3
7979;Drávatamási;11
2646;Drégelypalánk;19
3635;Dubicsány;5
8416;Dudar;8
9556;Duka;10
2545;Dunaalmás;9
2023;Dunabogdány;7
6323;Dunaegyháza;12
6513;Dunafalva;12
7020;Dunaföldvár;18
2330;Dunaharaszti;7
2120;Dunakeszi;7
9225;Dunakiliti;6
6328;Dunapataj;12
9235;Dunaremete;6
9174;Dunaszeg;6
7712;Dunaszekcső;3
6333;Dunaszentbenedek;12
7135;Dunaszentgyörgy;18
2897;Dunaszentmiklós;9
9175;Dunaszentpál;6
9226;Dunasziget;6
6325;Dunatetétlen;12
2407;Dunaújváros;1
2400;Dunaújváros;1
2336;Dunavarsány;7
6087;Dunavecse;12
6353;Dusnok;12
7224;Dúzs;18
9451;Ebergőc;6
4211;Ebes;17
9083;Écs;6
3013;Ecséd;4
3053;Ecseg;19
5515;Ecsegfalva;16
7457;Ecseny;11
2233;Ecser;7
7443;Edde;11
3783;Edelény;5
3780;Edelény;5
9343;Edve;6
3304;Eger;4
3323;Eger;4
3300;Eger;4
7763;Egerág;3
8497;Egeralja;8
8765;Egeraracsa;15
3321;Egerbakta;4
3337;Egerbocs;4
3341;Egercsehi;4
3379;Egerfarmos;4
3461;Egerlövő;5
3394;Egerszalók;4
3757;Égerszög;4
3328;Egerszólát;5
8913;Egervár;15
9684;Egervölgy;10
9314;Egyed;6
4067;Egyek;17
4069;Egyek;17
3043;Egyházasdengeleg;19
9473;Egyházasfalu;6
3185;Egyházasgerge;19
7824;Egyházasharaszti;3
9554;Egyházashetye;10
9781;Egyházashollós;10
8523;Egyházaskesző;8
7347;Egyházaskozár;3
9783;Egyházasrádóc;10
5742;Elek;16
7744;Ellend;3
2423;Előszállás;1
2424;Előszállás;1
3432;Emőd;5
3854;Encs;5
3860;Encs;5
4374;Encsencs;13
3165;Endrefalva;19
7973;Endrőc;3
9143;Enese;6
8131;Enying;1
8130;Enying;1
6624;Eperjes;14
4646;Eperjeske;13
8413;Eplény;8
2526;Epöl;9
2453;Ercsi;1
2451;Ercsi;1
2036;Érd;7
2035;Érd;7
2030;Érd;7
3932;Erdőbénye;5
3935;Erdőhorváti;5
2113;Erdőkertes;7
3252;Erdőkövesd;4
2176;Erdőkürt;19
7735;Erdősmárok;3
7723;Erdősmecske;3
2177;Erdőtarcsa;19
3358;Erdőtelek;4
3295;Erk;4
4245;Érpatak;13
6347;Érsekcsanád;12
6348;Érsekhalma;12
2659;Érsekvadkert;19
7093;Értény;18
7661;Erzsébet;3
